type;id;name;gender
;Q2263744;Seckenheimer Landstraße;-
;Q2263745;Seckenheimer Straße;-
;Q184371;Sedanstraße;-
;Q37681;Seidenstraße;-
;;Seilerstraße;-
;;Sennteichplatz;-
;Q745085;Sensburger Weg;-
;Q49139191;Sentastraße;w
;Q157820;Seppl-Herbeger-Platz;m
;Q62530;Sibylla-Merian-Straße;w
;Q39473;Siebenbürger Straße;-
;-;Siebseeschneise;-
;-;Siebseeweg;-
;;Siedlerpfad;
;"Q50813849;Q537554";Siegfriedstraße;m
;Q152484;Siegstraße;-
;Q58577;Siemensstraße;m
;Q2285017;Sigmund-Schott-Straße;m
;Q95632;Sigmund-Schuckert-Straße;m
;Q107313754;Sigrid-Hackbarth-Straße;w
;Q146269;Silberpappelschneise;-
;Q11269;Silvesterplatz;-
;Q11269;Silvesterstraße;-
;Q6979;Singener Weg;-
;Q14950;Sinsheimer Straße;-
;Q847423;Sisalweg;-
;Q393171;Sohrauer Straße;-
;Q101275;Soironstraße;m
;Q4991371;Soldatenweg;+
;Q704681;Soldnerstraße;m
;Q1313;Sommerstraße;-
;Q21179;Sonderburger Straße;-
;Q123322190;Sonnenschein;-
;Q525;Sonnenstraße;-
;;Sonnige Au;
;Q241254;Sophienstraße;w
;Q2853420;Spargelweg;-
;Q216642;Spatenstraße;-
;;Speckweg;-
;;Spelzenstraße;-
;Q25380;Sperbergasse;-
;Q28922;Sperlingweg;-
;Q182470;Spessartstraße;-
;Q6829;Speyerer Straße;-
;Q678565;Spiegelfabrik;-
;Q678565;Spiegelstraße;-
;Q11875349;Spielgäßchen;-
;Q519840;Spindelweg;-
;Q117353707;Spinelliplatz;m
;;Spinnereistraße;-
;Q35802;Spinozastraße;m
;;Sporwörthplatz;-
;;Sporwörthstraße;-
;Q148859;Spreewaldallee;-
;Q2325435;Stabhalterstraße;m
;Q278982;Staffelseeweg;-
;Q156033;Stamitzstraße;m
;;Stangenbrunnenweg;
;Q185237;Starengasse;-
;Q106268;Stargarder Weg;-
;;Starke Hoffnung;-
;Q2332865;Starkenburgweg;-
;Q61936;Starnberger Weg;-
;Q185237;Starreihe;-
;Q525409;Staßfurter Weg;-
;Q519477;Stationsstraße;-
;Q1369438;Staudenweg;-
;Q528062;Staufener Straße;-
;Q63434;Stegerwaldweg;m
;Q1014121;Steinsburgweg;-
;;Steinstraße;-
;;Steinweg;-
;Q1389503;Steinzeugstraße;-
;-;Stempelpark;m
;Q7082;Stendaler Weg;-
;Q1484458;Stengelhofstraße;m
;Q1484458;Stengelstraße;m
;Q62024;Stephanienstraße;w
;Q62024;Stephanienufer;w
;;Stern;-
;Q523;Sternengasse;-
;;Sternstraße;-
;Q393;Stettiner Straße;-
;Q25418;Stieglitzgasse;-
;;Stiller Weg;-
;Q61752;Stockacher Straße;-
;Q117025097;Stockhornstraße;m
;Q4068;Stolberger Straße;-
;Q1014146;Stolzeneckstraße;-
;Q124806;Stolzestraße;m
;Q1635753;Stotzstraße;m
;Q2352985;Strahlenburgstraße;-
;Q4065;Stralsunder Weg;-
;;Strandbadweg;-
;Q6602;Straßburger Ring;-
;Q1648560;Straßenheimer Weg;-
;Q103955;Stresemannstraße;m
;Q213794;Struvestraße;m
;Q110871;Suckowstraße;m
;Q152131;Sudetenstraße;-
;Q2263743;Suebenheimer Allee;-
;Q2263743;Suebenstraße;-
;Q22437;Sufflenheimer Straße;-
;Q14891;Suhler Weg;-
;;Suhlschneise;-
;Q2365032;Sulzbacher Straße;-
;Q501798;Sulzer Straße;-
;Q108564999;Sundgauanlage;-
;Q23051;Swanseaplatz;-
;Q3107;Sylter Weg;-
;Q2121848;T 1;
;Q2121848;T 2;
;Q2121848;T 3;
;Q2121848;T 4;
;Q2121848;T 5;
;Q2121848;T 6;
;Q8336;Talhausring;-
;;Talstraße;-
;Q11404;Tambourweg;-
;Q25350;Tannenstraße;-
;"Q54997267;Q810443";Tannhäuserring;m
;Q329833;Tarnowitzer Weg;-
;Q2150731;Tattersall;m
;Q2150731;Tattersallstraße;m
;Q10856;Taubenstraße;-
;Q61724;Tauberbischofsheimer Straße;-
;Q177480;Taubergrund;-
;Q177480;Tauberstraße;-
;Q158884;Taunusplatz;-
;Q253971;Tegernseeweg;-
;Q179674;Teutonenring;+
;Q77814;Theodor-Fliedner-Weg;m
;Q2594;Theodor-Heuss-Anlage;m
;Q2417909;Theodor-Kutzer-Ufer;m
;Q26993;Theodor-Storm-Straße;m
;Q2419560;Therese-Blase-Straße;w
;Q11812;Thomas-Jefferson-Straße;m
;Q37030;Thomas-Mann-Straße;m
;Q47554;Thorner Straße;-
;Q1205;Thüringer Straße;-
;Q57239;Tieckstraße;m
;Q2431829;Tiefburgweg;-
;Q24006627;Tillessenstraße;m
;Q5647;Tilsiter Straße;-
;Q700097;Titiseestraße;-
;Q3223979;Tonderner Weg;-
;-;Toräckerstraße;-
;Q12062;Torgauer Weg;-
;;Torweg;-
;;Torwiesenstraße;-
;Q44160;Toulonplatz;-
;Q1580180;Traitteurstraße;m
;Q756654;Traminerweg;-
;Q10978;Traubenstraße;-
;Q664341;Traunstraße;-
;;Trautenfeldstraße;-
;Q83271;Triberger Ring;-
;Q3138;Trierer Straße;-
;Q559202;Trifelsstraße;-
;"Q2454177;Q55002177";Tristanstraße;m
;Q1766215;Trommstraße;-
;;Trompetergasse;-
;Q1972796;Troßweg;-
;Q461271;Trübnerstraße;m
;Q2571645;Trützschlerstraße;m
;Q72843;Tullastraße;m
;Q93201;Tulpenstraße;-
;Q1495860;Tunnelstraße;-
;;Turbinenstraße;-
;;Turfweg;-
;-;Turley-Straße;m
;-;Turleyplatz;m
;Q2121848;U 1;
;Q2121848;U 2;
;Q2121848;U 3;
;Q2121848;U 4;
;Q2121848;U 5;
;Q2121848;U 6;
;Q332952;Überlinger Straße;-
;Q61058;Uhlandstraße;m
;Q527642;Uhldinger Straße;-
;Q382603;Ulanenweg;+
;Q131113;Ulmenweg;-
;Q2493666;Ungsteiner Straße;-
;;Unionstraße;-
;;Unter dem Elkersberg;-
;Q25243;Unter den Birken;-
;;Unter den Weiden;-
;Q1605768;Untere Clignetstraße;m
;;Unteres Kirchfeld;-
;;Unteres Ringgäßchen;-
;;Unterfeld;-
;;Untergasse;-
;;Untermühlaustraße;-
;;Unterneugasse;-
;Q2508486;Valentin-Streuber-Straße;m
;Q1695476;Van-den-Branden-Weg;m
;Q146095;Veilchenplatz;-
;Q146095;Veilchenstraße;-
;;Verbindungskanal;-
;;Verlängerte Jungbuschstraße;-
;Q567395;Verschaffeltstraße;m
;Q1538517;Vetter-Passage;m
;Q1540283;Viehhofstraße;-
;Q16055;Viernheimer Weg;-
;Q57648;Viktoriastraße;w
;Q3865;Villinger Straße;-
;Q187843;Vogesenstraße;-
;Q14876;Völklinger Straße;-
;;Volksschulstraße;-
;Q680;Voltastraße;m
;;Vor dem Teich;
;;Vor dem Wald;-
;;Vorderer Sporwörth;-
;Q1433000;Wachenburgstraße;-
;Q50897;Wachenheimer Straße;-
;Q25662;Wacholderstraße;-
;Q28358;Wachtelgasse;-
;;Wachtstraße;-
;Q504457;Waghäuseler Weg;-
;Q174645;Walchenseeweg;-
;Q4421;Waldblick;-
;;Waldeckweg;-
;;Waldfrieden;-
;;Waldgartenweg;-
;;Waldgrubenweg;-
;;Waldhofbecken;-
;;Waldhofer Pfad;-
;;Waldhofer Weg;-
;;Waldhofkei;-
;Q1566479;Waldhofstraße;-
;;Waldhornstraße;-
;Q505447;Waldkircher Straße;-
;;Waldlichtung;-
;Q161090;Waldmeisterring;-
;Q19885583;Waldparkdamm;-
;Q19885583;Waldparkstraße;-
;Q62068781;Waldpforte;-
;;Waldschulweg;-
;Q23023;Waldseestraße;-
;Q505433;Waldshuter Straße;-
;;Waldspitze;-
;Q62068781;Waldstraße;-
;;Waldwinkel;-
;Q131087;Walkürenstraße;w
;Q22872;Walldorfer Straße;-
;Q503285;Walldürner Straße;-
;Q381151;Wallonenstraße;+
;Q2543084;Wallstadter Straße;-
;-;Wallstraße;-
;Q76474;Walter-Bothe-Straße;m
;Q73525;Walter-Flex-Straße;m
;Q2545158;Walter-Krause-Straße;m
;Q311849;Warnemünder Weg;-
;Q151545;Wartburgstraße;-
;;Wasengrund;-
;;Wasserbett;-
;Q58044450;Wasserturmanlage;-
;-;Wasserwerkstraße;-
;Q9041;Wattstraße;m
;Q192296;Webereistraße;-
;Q154812;Weberstraße;m
;Q62406;Weddigenstraße;m
;Q76323;Wegenerstraße;m
;Q36050;Weidenstraße;-
;;Weiherstraße;-
;;Weiherweg;-
;Q61835;Weikersheimer Ring;-
;Q3955;Weimarer Straße;-
;Q22604;Weinbietstraße;-
;Q7050;Weinheimer Straße;-
;Q7050;Weinheimer Weg;-
;Q158513;Weißbuchenweg;-
;Q22636;Weißenburgstraße;-
;Q14815;Weißenfelser Weg;-
;Q130390691;Weißenseeweg;-
;Q146992;Weißtannenhof;-
;Q146992;Weißtannenweg;-
;Q15645384;Weizenplatz;-
;Q15645384;Weizenstraße;-
;Q156433;Welfenweg;+
;Q64634;Werderplatz;m
;Q64634;Werderstraße;m
;;Werfthallenstraße;-
;Q1769508;Werftstraße;-
;Q40904;Werner-Heisenberg-Straße;m
;Q2562132;Werner-Nagel-Ring;m
;;Wernerstraße;-
;Q15982;Wernigeroder Weg;-
;Q61912;Wertheimer Straße;-
;Q1749106;Werthmannweg;m
;Q116445724;Wespinstraße;w
;Q47004109;Westliche Bahnstraße;-
;;Westring;-
;Q4178;Wetzlarer Winkel;-
;-;Weylstraße;m
;Q73048;Wichernweg;m
;Q2568221;Wieblinger Straße;-
;Q1721;Wiesbadener Straße;-
;Q7777019;Wiesenstraße;-
;Q12567;Wikingerstraße;+
;Q502755;Wildbader Straße;-
;Q78409;Wilhelm-Blos-Straße;m
;Q109540;Wilhelm-Busch-Straße;m
;Q58830;Wilhelm-Filchner-Straße;m
;Q57285;Wilhelm-Furtwängler-Straße;m
;Q551282;Wilhelm-Lehmbruck-Weg;m
;Q213868;Wilhelm-Leuschner-Straße;m
;Q20127;Wilhelm-Liebknecht-Straße;m
;-;Wilhelm-Neumann-Straße;m
;Q58029;Wilhelm-Peters-Straße;m
;Q102242255;Wilhelm-Schaaff-Weg;m
;Q2575485;Wilhelm-Varnholt-Allee;m
;Q75814;Wilhelm-Wundt-Platz;m
;Q75814;Wilhelm-Wundt-Straße;m
;;Wilhelmkai;-
;Q215872;Wilhelmstraße;m
;;Wilhelmswörthstraße;-
;Q84598429;Will-Sohl-Straße;m
;Q2514;Willy-Brandt-Platz;m
;Q491535;Wimpfener Straße;-
;-;Windeckstraße;-
;;Windmühlstraße;-
;Q182625;Windsoranlage;-
;Q22715;Wingertsau;-
;Q22715;Wingertsbuckel;-
;Q22715;Wingertstraße;-
;Q22715;Wingertsweg;-
;Q2584478;Winkeler-Straße;-
;;Winkelweg;-
;Q1311;Winterstraße;-
;Q897317;Winzerplatz;-
;Q7030;Wismarer Weg;-
;Q6837;Wittenberger Weg;-
;Q11343;Wittener Straße;-
;Q506780;Wolfacher Straße;-
;Q18821;Wolframstraße;m
;Q3852;Wormser Straße;-
;Q3852;Wormser Weg;-
;;Wörthfelder Weg;-
;Q22762;Wörthstraße;-
;"Q43610;Q14754536";Wotanstraße;m
;;Wupperstraße;-
;Q879426;Xaver-Fuhr-Straße;m
;Q65432;Yorckstraße;m
;Q22741;Zaberner Straße;-
;;Zäher Wille;
;Q247331;Zähringer Straße;-
;Q11758;Zamenhofstraße;m
;Q148463;Zaubernußweg;-
;Q25740;Zaunkönigweg;-
;Q4232315;Zechenstraße;-
;;Zehntstraße;-
;Q5261336;Zeisiggasse;-
;Q16087;Zeitzer Weg;-
;Q15377069;Zellerfelder Weg;-
;Q19214166;Zellerstraße;m
;Q2050766;Zellstoffstraße;-
;Q2050766;Zellstoffweg;-
;Q189241;Zeltinger Straße;-
;Q75780;Zeppelinstraße;m
;;Ziegelgasse;-
;;Ziegelhüttenweg;-
;;Zielstraße;-
;Q63053;Ziethenstraße;m
;;Zuflucht;-
;;Zum Dornbusch;-
;;Zum Herrenried;-
;;Zur Waldau;-
;;Zwerchgasse;-
;Q3778;Zwickauer Weg;-
;Q244821;Zwingenberger-Straße;-
;;Zwischenstraße;-
;Q146911;Zypressenstraße;-
